SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.41677542852170885;29.274562336608895
117122;GreyMatter;0.6214779338662149;14.317821063276353
117122;Hippocampus;0.3747266216443558;26.43860813280457
117122;Thalamus;0.6917614615649776;52.49761899362675
117122;WhiteMatter;0.7865163235872558;17.60681686165901
117122-PP;Amygdala;0.41677542852170885;29.274562336608895
117122-PP;GreyMatter;0.6214779338662149;14.317821063276353
117122-PP;Hippocampus;0.3747266216443558;26.43860813280457
117122-PP;Thalamus;0.6917614615649776;52.49761899362675
117122-PP;WhiteMatter;0.7865163235872558;17.60681686165901
118528;Amygdala;0.37087863126002496;29.223278392404914
118528;GreyMatter;0.5617212989481098;15.362291495737216
118528;Hippocampus;0.3395581643114158;27.03701166919155
118528;Thalamus;0.6010817874904708;43.94314508543966
118528;WhiteMatter;0.6640146234692935;20.73644135332772
118528-PP;Amygdala;0.37087863126002496;29.223278392404914
118528-PP;GreyMatter;0.5617212989481098;15.362291495737216
118528-PP;Hippocampus;0.3395581643114158;27.03701166919155
118528-PP;Thalamus;0.6010817874904708;43.94314508543966
118528-PP;WhiteMatter;0.6640146234692935;20.73644135332772
118730;Amygdala;0.3717746903018274;46.62617290749907
118730;GreyMatter;0.5875913942012908;16.792855623746664
118730;Hippocampus;0.31027278696352895;21.118712081942874
118730;Thalamus;0.6691908114971719;54.08326913195984
118730;WhiteMatter;0.7395736594216697;21.93171219946131
118730-PP;Amygdala;0.3717746903018274;46.62617290749907
118730-PP;GreyMatter;0.5875913942012908;16.792855623746664
118730-PP;Hippocampus;0.31027278696352895;21.118712081942874
118730-PP;Thalamus;0.6691908114971719;54.08326913195984
118730-PP;WhiteMatter;0.7395736594216697;21.93171219946131
118932;Amygdala;0.3862347549133846;38.3275357934736
118932;GreyMatter;0.6478179087502369;14.89966442575134
118932;Hippocampus;0.3530738860688099;18.24828759089466
118932;Thalamus;0.6737168702340114;50.635955604688654
118932;WhiteMatter;0.7616210216796815;19.1049731745428
118932-PP;Amygdala;0.3862347549133846;38.3275357934736
118932-PP;GreyMatter;0.6478179087502369;14.89966442575134
118932-PP;Hippocampus;0.3530738860688099;18.24828759089466
118932-PP;Thalamus;0.6737168702340114;50.635955604688654
118932-PP;WhiteMatter;0.7616210216796815;19.1049731745428
120111;Amygdala;0.411544883517532;30.854497241083024
120111;GreyMatter;0.6181155937366277;14.071247279470288
120111;Hippocampus;0.3493201268517312;31.04834939252005
120111;Thalamus;0.6317627211738397;43.56604182158393
120111;WhiteMatter;0.7746216543164541;16.881943016134134
120111-PP;Amygdala;0.411544883517532;30.854497241083024
120111-PP;GreyMatter;0.6181155937366277;14.071247279470288
120111-PP;Hippocampus;0.3493201268517312;31.04834939252005
120111-PP;Thalamus;0.6317627211738397;43.56604182158393
120111-PP;WhiteMatter;0.7746216543164541;16.881943016134134
122317;Amygdala;0.49283977303431503;31.11269837220809
122317;GreyMatter;0.6339598085445552;16.30950643030009
122317;Hippocampus;0.3886413933837266;21.2602916254693
122317;Thalamus;0.7171196611366043;56.568542494923804
122317;WhiteMatter;0.7215110930715891;19.235384061671343
122317-PP;Amygdala;0.49283977303431503;31.11269837220809
122317-PP;GreyMatter;0.6339598085445552;16.30950643030009
122317-PP;Hippocampus;0.3886413933837266;21.2602916254693
122317-PP;Thalamus;0.7171196611366043;56.568542494923804
122317-PP;WhiteMatter;0.7215110930715891;19.235384061671343
122620;Amygdala;0.4041732819233386;34.36568055487916
122620;GreyMatter;0.6371437108360722;14.89966442575134
122620;Hippocampus;0.35063525505969484;21.400934559032695
122620;Thalamus;0.6863754405490633;53.0
122620;WhiteMatter;0.7366448772905452;19.339079605813716
122620-PP;Amygdala;0.4041732819233386;34.36568055487916
122620-PP;GreyMatter;0.6371437108360722;14.89966442575134
122620-PP;Hippocampus;0.35063525505969484;21.400934559032695
122620-PP;Thalamus;0.6863754405490633;53.0
122620-PP;WhiteMatter;0.7366448772905452;19.339079605813716
123117;Amygdala;0.3687142753780479;45.40925015897091
123117;GreyMatter;0.5531997954999781;22.22611077089287
123117;Hippocampus;0.33635741184525847;18.411952639521967
123117;Thalamus;0.4815523367040175;61.85466837676846
123117;WhiteMatter;0.6575624087185005;28.0
123117-PP;Amygdala;0.3687142753780479;45.40925015897091
123117-PP;GreyMatter;0.5531997954999781;22.22611077089287
123117-PP;Hippocampus;0.33635741184525847;18.411952639521967
123117-PP;Thalamus;0.4815523367040175;61.85466837676846
123117-PP;WhiteMatter;0.6575624087185005;28.0
123925;Amygdala;0.4113126831973382;48.2078831727758
123925;GreyMatter;0.5685715692749063;21.470910553583888
123925;Hippocampus;0.34060317266377504;32.54228019054596
123925;Thalamus;0.699170758542002;53.46026561849464
123925;WhiteMatter;0.7377954826732673;25.67099530598687
123925-PP;Amygdala;0.4113126831973382;48.2078831727758
123925-PP;GreyMatter;0.5685715692749063;21.470910553583888
123925-PP;Hippocampus;0.34060317266377504;32.54228019054596
123925-PP;Thalamus;0.699170758542002;53.46026561849464
123925-PP;WhiteMatter;0.7377954826732673;25.67099530598687
124422;Amygdala;0.5093861870252335;40.2119385257662
124422;GreyMatter;0.554361623677101;16.583123951777
124422;Hippocampus;0.3737979526419191;23.958297101421877
124422;Thalamus;0.7433588473660513;53.75872022286245
124422;WhiteMatter;0.645245140983965;21.72556098240043
124422-PP;Amygdala;0.5093861870252335;40.2119385257662
124422-PP;GreyMatter;0.554361623677101;16.583123951777
124422-PP;Hippocampus;0.3737979526419191;23.958297101421877
124422-PP;Thalamus;0.7433588473660513;53.75872022286245
